30-Dec-16,62.96,62.99,62.03,62.14,25579908,MSFT,Tech
29-Dec-16,62.86,63.20,62.73,62.90,10250582,MSFT,Tech
28-Dec-16,63.40,63.40,62.83,62.99,14653348,MSFT,Tech
27-Dec-16,63.21,64.07,63.21,63.28,11763173,MSFT,Tech
23-Dec-16,63.45,63.54,62.80,63.24,12403819,MSFT,Tech
22-Dec-16,63.84,64.10,63.40,63.55,22176585,MSFT,Tech
21-Dec-16,63.43,63.70,63.12,63.54,17096304,MSFT,Tech
20-Dec-16,63.69,63.80,63.02,63.54,26028379,MSFT,Tech
19-Dec-16,62.56,63.77,62.42,63.62,34338219,MSFT,Tech
16-Dec-16,62.95,62.95,62.12,62.30,42453083,MSFT,Tech
15-Dec-16,62.70,63.15,62.30,62.58,27669868,MSFT,Tech
14-Dec-16,63.00,63.45,62.53,62.68,30352654,MSFT,Tech
13-Dec-16,62.50,63.42,62.24,62.98,35718868,MSFT,Tech
12-Dec-16,61.82,62.30,61.72,62.17,20198081,MSFT,Tech
9-Dec-16,61.18,61.99,61.12,61.97,27349356,MSFT,Tech
8-Dec-16,61.30,61.58,60.84,61.01,21220753,MSFT,Tech
7-Dec-16,60.01,61.38,59.80,61.37,30808969,MSFT,Tech
6-Dec-16,60.43,60.46,59.80,59.95,19907035,MSFT,Tech
5-Dec-16,59.70,60.58,59.56,60.22,23552658,MSFT,Tech
2-Dec-16,59.08,59.47,58.80,59.25,25515665,MSFT,Tech
1-Dec-16,60.11,60.15,58.94,59.20,34542121,MSFT,Tech
30-Nov-16,60.86,61.18,60.22,60.26,34655435,MSFT,Tech
29-Nov-16,60.65,61.41,60.52,61.09,22366721,MSFT,Tech
28-Nov-16,60.34,61.02,60.21,60.61,20732619,MSFT,Tech
25-Nov-16,60.30,60.53,60.13,60.53,8409616,MSFT,Tech
23-Nov-16,61.01,61.10,60.25,60.40,21848913,MSFT,Tech
22-Nov-16,60.98,61.26,60.80,61.12,23206700,MSFT,Tech
21-Nov-16,60.50,60.97,60.42,60.86,19652595,MSFT,Tech
18-Nov-16,60.78,61.14,60.30,60.35,27686311,MSFT,Tech
17-Nov-16,60.41,60.95,59.96,60.64,31463728,MSFT,Tech
16-Nov-16,58.94,59.66,58.81,59.65,27332475,MSFT,Tech
15-Nov-16,58.33,59.49,58.32,58.87,35904126,MSFT,Tech
14-Nov-16,59.02,59.08,57.28,58.12,41328422,MSFT,Tech
11-Nov-16,58.23,59.12,58.01,59.02,38767843,MSFT,Tech
10-Nov-16,60.48,60.49,57.63,58.70,57822394,MSFT,Tech
9-Nov-16,60.00,60.59,59.20,60.17,49632479,MSFT,Tech
8-Nov-16,60.55,60.78,60.15,60.47,22935355,MSFT,Tech
7-Nov-16,59.78,60.52,59.78,60.42,31664798,MSFT,Tech
4-Nov-16,58.65,59.28,58.52,58.71,28697016,MSFT,Tech
3-Nov-16,59.53,59.64,59.11,59.21,21600427,MSFT,Tech
2-Nov-16,59.82,59.93,59.30,59.43,22147005,MSFT,Tech
1-Nov-16,59.97,60.02,59.25,59.80,24532986,MSFT,Tech
31-Oct-16,60.16,60.42,59.92,59.92,26434697,MSFT,Tech
28-Oct-16,60.01,60.52,59.58,59.87,33574684,MSFT,Tech
27-Oct-16,60.61,60.83,60.09,60.10,28479856,MSFT,Tech
26-Oct-16,60.81,61.20,60.47,60.63,29911608,MSFT,Tech
25-Oct-16,60.85,61.37,60.80,60.99,35137164,MSFT,Tech
24-Oct-16,59.94,61.00,59.93,61.00,54066978,MSFT,Tech
21-Oct-16,60.28,60.45,59.48,59.66,80032206,MSFT,Tech
