Date,Open,High,Low,Close,Volume
30-Dec-16,59.50,59.80,59.19,59.43,16588499
29-Dec-16,60.02,60.12,58.68,59.38,17121238
28-Dec-16,61.00,61.20,59.98,60.04,17127359
27-Dec-16,61.03,61.30,60.85,61.09,9544019
23-Dec-16,60.53,61.00,60.38,60.99,9313992
22-Dec-16,60.66,60.93,60.41,60.49,14571095
21-Dec-16,60.70,60.91,60.15,60.75,15090176
20-Dec-16,59.92,60.80,59.92,60.80,23439760
19-Dec-16,59.49,59.78,58.92,59.66,17654398
16-Dec-16,60.59,60.61,59.64,59.75,28405907
15-Dec-16,60.10,60.62,59.56,60.23,22389343
14-Dec-16,58.96,60.80,58.83,59.45,31399364
13-Dec-16,59.63,59.97,58.76,59.79,22014524
12-Dec-16,59.45,60.09,58.87,59.55,21879371
9-Dec-16,59.96,60.22,59.22,60.04,22804941
8-Dec-16,59.40,60.80,59.04,60.15,32535971
7-Dec-16,57.89,59.16,57.89,59.06,30517614
6-Dec-16,57.98,58.08,57.00,57.92,21487547
5-Dec-16,56.61,57.53,56.58,57.28,24404549
2-Dec-16,57.20,57.24,55.93,56.02,25110311
1-Dec-16,56.77,57.57,56.54,57.27,27592511
30-Nov-16,56.23,56.72,56.06,56.39,24395062
29-Nov-16,55.50,55.94,55.32,55.52,15725383
28-Nov-16,55.86,56.35,55.43,55.47,23645006
25-Nov-16,56.60,56.80,56.19,56.78,11488291
23-Nov-16,56.30,56.83,55.81,56.69,19913463
22-Nov-16,55.66,56.15,55.43,56.10,21975907
21-Nov-16,55.96,55.99,55.14,55.54,20410449
18-Nov-16,55.38,55.84,54.98,55.46,24989950
17-Nov-16,54.60,55.98,54.36,55.45,24579011
16-Nov-16,54.21,55.00,54.21,54.63,24200100
15-Nov-16,53.99,55.47,53.71,55.45,33433808
14-Nov-16,53.04,54.89,53.00,54.68,43113101
11-Nov-16,52.76,53.16,51.60,52.83,41858608
10-Nov-16,52.05,54.20,51.74,53.61,52067278
9-Nov-16,50.07,51.94,49.47,51.59,59210448
8-Nov-16,49.42,50.02,49.04,49.91,17548250
7-Nov-16,49.26,49.84,49.21,49.82,19357566
4-Nov-16,48.11,48.80,47.70,48.17,14152548
3-Nov-16,48.53,48.99,48.02,48.19,16224279
2-Nov-16,48.63,48.72,48.16,48.54,15824060
1-Nov-16,49.40,49.67,48.40,48.94,20691054
31-Oct-16,49.74,49.86,49.14,49.15,15173447
28-Oct-16,49.98,50.12,48.95,49.56,17780277
27-Oct-16,50.32,50.60,49.90,49.93,19181449
26-Oct-16,49.27,50.06,49.21,50.01,13960034
25-Oct-16,49.49,49.80,49.30,49.59,9790517
24-Oct-16,49.82,49.88,49.52,49.58,10753462
21-Oct-16,49.07,49.63,48.98,49.57,12728627
20-Oct-16,49.46,49.90,49.21,49.58,13522551
19-Oct-16,49.11,49.71,49.03,49.48,14663626
18-Oct-16,49.18,49.29,48.81,48.99,18159870
17-Oct-16,48.59,49.14,48.41,48.60,16654956
14-Oct-16,49.60,49.95,48.39,48.61,28291799
13-Oct-16,47.92,48.68,47.54,48.47,22302168
12-Oct-16,48.97,49.22,48.66,48.70,14407344
11-Oct-16,49.28,49.65,48.69,48.99,16033289
10-Oct-16,49.46,49.96,49.37,49.55,14022675
7-Oct-16,49.00,49.40,48.68,49.28,16583991
6-Oct-16,48.83,49.09,48.37,49.07,15721047
5-Oct-16,48.01,48.88,48.01,48.65,18173364
4-Oct-16,47.10,48.43,47.08,47.75,25541972
3-Oct-16,47.02,47.26,46.78,47.03,13819786
30-Sep-16,46.33,47.50,46.06,47.23,25563084
29-Sep-16,46.80,47.40,45.41,45.80,28066787
28-Sep-16,46.58,46.91,46.10,46.87,15871608
27-Sep-16,45.52,46.48,45.16,46.37,16165734
26-Sep-16,46.51,46.63,45.83,45.89,22646738
23-Sep-16,47.02,47.46,46.84,47.15,14793526
22-Sep-16,46.99,47.30,46.75,47.11,16247609
21-Sep-16,47.00,47.28,46.29,46.90,16605155
20-Sep-16,47.04,47.19,46.45,46.54,13749411
19-Sep-16,46.62,47.24,46.51,46.59,12759685
16-Sep-16,46.60,46.79,46.24,46.41,24820832
15-Sep-16,46.75,47.32,46.59,47.08,14205345
14-Sep-16,46.89,47.44,46.68,46.75,19778442
13-Sep-16,46.90,47.29,46.61,46.92,19885037
12-Sep-16,46.64,47.87,46.33,47.79,22074757
9-Sep-16,47.90,48.17,47.17,47.17,20468110
8-Sep-16,47.46,48.07,47.32,47.79,15856381
7-Sep-16,47.00,47.64,46.86,47.48,13610584
6-Sep-16,47.51,47.65,46.65,47.29,17649519
2-Sep-16,47.50,47.71,47.01,47.51,16293784
1-Sep-16,47.82,48.03,46.76,47.36,19403873
31-Aug-16,47.96,48.18,47.25,47.74,20826607
30-Aug-16,47.22,47.93,47.22,47.90,17519795
29-Aug-16,47.19,47.69,47.11,47.26,16699972
26-Aug-16,46.83,47.24,46.70,47.11,23338460
25-Aug-16,46.51,46.82,46.47,46.72,16520236
24-Aug-16,46.63,47.12,46.54,46.66,16054356
23-Aug-16,46.90,47.06,46.59,46.59,13345548
22-Aug-16,46.42,46.75,46.25,46.66,11007477
19-Aug-16,46.34,46.59,46.02,46.53,12207628
18-Aug-16,46.57,46.70,46.21,46.50,14190255
17-Aug-16,46.51,46.80,46.38,46.63,17899305
16-Aug-16,46.25,46.79,46.14,46.62,15202061
15-Aug-16,45.82,46.50,45.82,46.39,12252683
12-Aug-16,45.41,45.60,45.22,45.58,12472897
11-Aug-16,45.51,45.91,45.29,45.73,14819381
10-Aug-16,45.80,45.90,45.39,45.45,16566659
9-Aug-16,45.95,46.11,45.67,45.90,12203839
8-Aug-16,45.83,46.16,45.48,45.96,16861616
5-Aug-16,44.63,45.73,44.51,45.72,28566792
4-Aug-16,43.74,44.04,43.66,43.84,11747861
3-Aug-16,42.93,43.94,42.86,43.89,14708296
2-Aug-16,43.23,43.63,42.50,42.99,20089133
1-Aug-16,43.92,44.02,43.24,43.42,14794430
29-Jul-16,43.87,44.16,43.76,43.81,13773743
28-Jul-16,44.00,44.17,43.68,44.08,13239559
27-Jul-16,44.20,44.71,44.13,44.29,17814222
26-Jul-16,43.93,44.24,43.90,44.15,16152511
25-Jul-16,44.31,44.36,43.91,44.04,14391439
22-Jul-16,44.10,44.36,43.83,44.30,12764241
21-Jul-16,44.50,44.70,44.11,44.13,15045567
20-Jul-16,44.53,44.70,44.20,44.47,16547139
19-Jul-16,44.19,44.69,44.06,44.35,15297288
18-Jul-16,44.28,44.90,44.24,44.57,18683851
15-Jul-16,45.00,45.03,43.84,44.33,29198761
14-Jul-16,44.38,44.77,44.12,44.45,37093643
13-Jul-16,43.33,43.68,43.02,43.33,20488172
12-Jul-16,42.82,43.48,42.76,43.44,23803634
11-Jul-16,42.39,42.75,42.29,42.29,19752639
8-Jul-16,41.80,42.27,41.62,41.98,29468610
7-Jul-16,41.33,42.06,41.09,41.29,24585547
6-Jul-16,40.15,41.08,40.03,41.06,27713900
5-Jul-16,41.38,41.50,40.42,40.78,25571075
1-Jul-16,42.30,42.69,41.97,42.17,19399551
30-Jun-16,42.68,42.80,41.68,42.39,34485440
29-Jun-16,41.14,42.19,40.90,42.12,34004075
28-Jun-16,39.81,40.63,39.20,40.44,38605629
27-Jun-16,39.58,39.64,38.31,38.48,53511902
24-Jun-16,40.63,41.39,40.26,40.30,71849750
23-Jun-16,43.51,44.50,43.47,44.46,25702960
22-Jun-16,42.87,43.43,42.64,42.68,18087638
21-Jun-16,43.17,43.21,42.47,42.92,14714924
20-Jun-16,43.46,44.05,42.78,42.80,20243952
17-Jun-16,42.44,42.94,42.15,42.48,25113413
