Date,Open,High,Low,Close,Volume,TickerSymbol,Industry
30-Dec-16,90.75,91.47,90.07,90.32,932434,RL,Retail
29-Dec-16,89.90,91.07,89.90,90.74,963328,RL,Retail
28-Dec-16,89.90,90.39,89.30,89.98,746480,RL,Retail
27-Dec-16,89.97,91.12,89.62,90.10,954650,RL,Retail
23-Dec-16,91.00,92.34,89.24,89.45,985632,RL,Retail
22-Dec-16,92.75,92.88,90.01,90.73,1145397,RL,Retail
21-Dec-16,92.69,93.31,92.27,92.81,568250,RL,Retail
20-Dec-16,93.32,94.06,92.54,92.92,1029508,RL,Retail
19-Dec-16,94.35,95.34,93.00,93.24,1127992,RL,Retail
16-Dec-16,97.07,97.10,93.46,94.75,1806898,RL,Retail
15-Dec-16,101.60,101.67,95.67,96.93,2450481,RL,Retail
14-Dec-16,103.19,103.86,101.17,101.75,1167676,RL,Retail
13-Dec-16,104.11,104.90,103.54,103.76,881973,RL,Retail
12-Dec-16,108.38,108.91,103.24,103.77,1044440,RL,Retail
9-Dec-16,108.83,109.74,108.44,109.00,488162,RL,Retail
8-Dec-16,109.40,110.42,108.23,108.88,603341,RL,Retail
7-Dec-16,106.98,109.32,106.90,108.96,631498,RL,Retail
6-Dec-16,108.09,108.28,106.95,107.42,558689,RL,Retail
5-Dec-16,106.64,108.74,105.94,108.19,523277,RL,Retail
2-Dec-16,105.18,107.25,104.16,105.72,726882,RL,Retail
1-Dec-16,105.05,106.51,104.14,104.37,905663,RL,Retail
30-Nov-16,107.98,108.87,104.38,104.61,1583266,RL,Retail
29-Nov-16,110.48,110.87,108.09,108.61,1033584,RL,Retail
28-Nov-16,111.63,112.13,109.87,110.91,593289,RL,Retail
25-Nov-16,112.54,113.06,111.96,112.17,114981,RL,Retail
23-Nov-16,112.82,114.00,111.70,112.52,560513,RL,Retail
22-Nov-16,111.33,113.75,110.49,113.68,486520,RL,Retail
21-Nov-16,110.29,111.74,110.14,110.57,494543,RL,Retail
18-Nov-16,112.89,113.27,110.15,110.28,693280,RL,Retail
17-Nov-16,112.73,113.67,111.70,113.57,858454,RL,Retail
16-Nov-16,111.71,113.68,111.71,111.92,856336,RL,Retail
15-Nov-16,111.59,113.59,110.48,113.17,1575196,RL,Retail
14-Nov-16,107.15,112.39,106.93,111.59,1683714,RL,Retail
11-Nov-16,106.84,108.88,103.72,107.10,1251875,RL,Retail
10-Nov-16,103.27,110.45,103.10,106.26,2007438,RL,Retail
9-Nov-16,97.08,103.00,96.10,102.15,1619566,RL,Retail
8-Nov-16,99.64,100.00,98.14,98.91,752754,RL,Retail
7-Nov-16,100.09,100.41,99.26,99.83,817351,RL,Retail
4-Nov-16,97.95,100.13,97.95,98.59,625624,RL,Retail
3-Nov-16,98.14,98.32,97.35,97.64,531414,RL,Retail
2-Nov-16,97.96,99.31,97.29,97.76,452178,RL,Retail
1-Nov-16,98.54,100.44,97.34,98.66,707573,RL,Retail
31-Oct-16,98.20,98.50,97.56,98.10,560733,RL,Retail
28-Oct-16,98.53,100.16,98.05,98.14,605481,RL,Retail
27-Oct-16,98.31,98.80,97.40,97.83,411585,RL,Retail
26-Oct-16,97.34,99.10,97.27,98.05,414616,RL,Retail
25-Oct-16,96.50,98.94,96.10,97.82,843789,RL,Retail
24-Oct-16,97.13,98.83,97.13,98.60,710183,RL,Retail
21-Oct-16,96.58,96.78,94.89,96.63,642552,RL,Retail
20-Oct-16,98.73,98.73,97.10,97.59,632436,RL,Retail
19-Oct-16,98.02,99.38,97.70,98.98,650052,RL,Retail
18-Oct-16,97.57,98.27,97.26,97.64,662706,RL,Retail
17-Oct-16,97.58,97.88,96.88,97.19,732015,RL,Retail
14-Oct-16,100.00,100.88,97.50,97.52,1157066,RL,Retail
13-Oct-16,101.05,101.17,98.04,99.69,903022,RL,Retail
12-Oct-16,102.33,102.68,101.42,101.71,553796,RL,Retail
11-Oct-16,103.83,104.97,102.11,102.33,531822,RL,Retail
10-Oct-16,103.54,104.79,103.21,103.63,438632,RL,Retail
7-Oct-16,103.56,104.60,102.63,103.01,1065760,RL,Retail
6-Oct-16,100.33,101.79,100.00,101.41,650872,RL,Retail
5-Oct-16,100.54,101.37,99.70,99.75,608161,RL,Retail
4-Oct-16,100.68,101.40,100.00,100.29,572917,RL,Retail
3-Oct-16,100.70,101.96,100.17,100.93,644964,RL,Retail
30-Sep-16,100.36,101.84,100.02,101.14,969414,RL,Retail
29-Sep-16,98.28,100.42,98.28,99.65,1306621,RL,Retail
28-Sep-16,97.27,98.49,97.12,97.94,453356,RL,Retail
27-Sep-16,96.84,97.98,96.28,97.86,583924,RL,Retail
26-Sep-16,99.30,99.95,96.47,96.77,717316,RL,Retail
23-Sep-16,98.87,100.27,98.87,99.91,740633,RL,Retail
22-Sep-16,99.82,100.33,98.69,98.97,668552,RL,Retail
21-Sep-16,98.78,99.60,97.99,99.11,524496,RL,Retail
20-Sep-16,100.38,100.72,98.54,98.77,649193,RL,Retail
19-Sep-16,100.37,100.97,99.53,99.95,671436,RL,Retail
16-Sep-16,99.47,100.25,99.15,100.07,752549,RL,Retail
15-Sep-16,99.17,100.22,98.68,100.06,517528,RL,Retail
14-Sep-16,100.70,100.70,99.18,99.77,445741,RL,Retail
13-Sep-16,100.93,101.85,99.78,100.47,570403,RL,Retail
12-Sep-16,100.18,101.97,99.64,101.80,806317,RL,Retail
9-Sep-16,102.56,102.56,100.52,100.74,584545,RL,Retail
8-Sep-16,104.35,104.79,102.41,102.88,687978,RL,Retail
7-Sep-16,102.86,104.89,102.07,104.84,839401,RL,Retail
6-Sep-16,103.28,103.86,101.73,102.56,518309,RL,Retail
2-Sep-16,103.50,104.35,102.68,103.23,789067,RL,Retail
1-Sep-16,104.11,104.30,102.31,103.53,589687,RL,Retail
31-Aug-16,104.39,104.85,102.59,103.62,540255,RL,Retail
30-Aug-16,105.90,105.90,104.23,104.50,585110,RL,Retail
29-Aug-16,106.29,107.33,105.77,106.45,554754,RL,Retail
26-Aug-16,107.14,108.30,106.03,106.42,460084,RL,Retail
25-Aug-16,107.68,108.12,106.56,107.09,542982,RL,Retail
24-Aug-16,108.91,108.91,107.65,107.87,591158,RL,Retail
23-Aug-16,108.95,109.85,108.22,109.09,672363,RL,Retail
22-Aug-16,108.93,108.93,107.77,108.04,547479,RL,Retail
19-Aug-16,108.34,109.14,108.26,108.93,554654,RL,Retail
18-Aug-16,107.78,108.62,107.68,108.61,577389,RL,Retail
