Date,Open,High,Low,Close,Volume,TickerSymbol,Industry
30-Dec-16,28.63,28.83,28.33,28.83,5461231,MGM,Hotels and Resorts
29-Dec-16,28.62,28.77,28.38,28.50,3693050,MGM,Hotels and Resorts
28-Dec-16,29.00,29.18,28.62,28.72,3494565,MGM,Hotels and Resorts
27-Dec-16,29.34,29.50,29.00,29.01,2730020,MGM,Hotels and Resorts
23-Dec-16,29.29,29.52,29.21,29.36,2587064,MGM,Hotels and Resorts
22-Dec-16,29.28,29.41,29.01,29.33,3627962,MGM,Hotels and Resorts
21-Dec-16,28.63,29.38,28.40,29.28,6509247,MGM,Hotels and Resorts
20-Dec-16,28.81,28.98,28.40,28.63,4386968,MGM,Hotels and Resorts
19-Dec-16,28.83,29.00,28.56,28.59,4703666,MGM,Hotels and Resorts
16-Dec-16,29.32,29.45,28.74,28.86,8520789,MGM,Hotels and Resorts
15-Dec-16,29.70,29.90,28.93,28.97,8584520,MGM,Hotels and Resorts
14-Dec-16,29.64,30.09,29.25,29.72,10258856,MGM,Hotels and Resorts
13-Dec-16,29.99,30.26,29.70,29.79,11258331,MGM,Hotels and Resorts
12-Dec-16,29.53,29.60,29.03,29.19,7094820,MGM,Hotels and Resorts
9-Dec-16,29.75,30.07,28.89,29.27,15863907,MGM,Hotels and Resorts
8-Dec-16,29.93,30.62,27.86,28.65,27910057,MGM,Hotels and Resorts
7-Dec-16,29.90,29.98,29.54,29.95,5552523,MGM,Hotels and Resorts
6-Dec-16,29.24,29.75,29.13,29.63,8575607,MGM,Hotels and Resorts
5-Dec-16,29.31,29.36,28.81,28.97,7050020,MGM,Hotels and Resorts
2-Dec-16,28.37,29.27,28.34,29.01,8673480,MGM,Hotels and Resorts
1-Dec-16,28.71,28.90,27.95,28.52,8466418,MGM,Hotels and Resorts
30-Nov-16,29.08,29.08,28.55,28.71,7429691,MGM,Hotels and Resorts
29-Nov-16,28.72,29.04,28.62,28.87,8355530,MGM,Hotels and Resorts
28-Nov-16,28.78,28.84,28.59,28.73,8285637,MGM,Hotels and Resorts
25-Nov-16,28.48,28.68,28.46,28.67,1660346,MGM,Hotels and Resorts
23-Nov-16,28.63,28.72,28.40,28.47,4122830,MGM,Hotels and Resorts
22-Nov-16,28.65,28.83,28.52,28.71,7083660,MGM,Hotels and Resorts
21-Nov-16,29.12,29.35,28.95,28.97,10263831,MGM,Hotels and Resorts
18-Nov-16,28.20,28.73,28.18,28.43,9823478,MGM,Hotels and Resorts
17-Nov-16,27.84,28.25,27.77,28.03,6986193,MGM,Hotels and Resorts
16-Nov-16,27.75,28.14,27.49,27.71,5723988,MGM,Hotels and Resorts
15-Nov-16,27.42,27.96,27.30,27.83,7372888,MGM,Hotels and Resorts
14-Nov-16,27.44,27.67,26.77,27.37,9510519,MGM,Hotels and Resorts
11-Nov-16,27.68,27.73,27.20,27.50,7367048,MGM,Hotels and Resorts
10-Nov-16,28.57,28.71,27.40,27.87,9536619,MGM,Hotels and Resorts
9-Nov-16,27.75,28.80,27.56,28.32,10960588,MGM,Hotels and Resorts
8-Nov-16,27.28,28.30,27.28,28.00,13466826,MGM,Hotels and Resorts
7-Nov-16,28.08,28.30,26.84,27.18,19040049,MGM,Hotels and Resorts
4-Nov-16,26.08,26.65,26.01,26.41,11225178,MGM,Hotels and Resorts
3-Nov-16,25.98,26.50,25.74,25.77,5990840,MGM,Hotels and Resorts
2-Nov-16,26.35,26.36,25.73,25.94,6798203,MGM,Hotels and Resorts
1-Nov-16,26.65,26.98,26.34,26.40,9406043,MGM,Hotels and Resorts
31-Oct-16,26.18,26.31,25.96,26.17,3605703,MGM,Hotels and Resorts
28-Oct-16,25.91,26.46,25.91,26.07,4473895,MGM,Hotels and Resorts
27-Oct-16,26.19,26.34,25.84,25.98,5279227,MGM,Hotels and Resorts
26-Oct-16,26.03,26.33,25.94,26.13,3654051,MGM,Hotels and Resorts
25-Oct-16,26.23,26.32,26.05,26.08,5219633,MGM,Hotels and Resorts
24-Oct-16,26.31,26.46,26.22,26.28,2980512,MGM,Hotels and Resorts
21-Oct-16,26.09,26.30,25.59,26.10,3255840,MGM,Hotels and Resorts
20-Oct-16,26.04,26.38,25.98,26.12,3466738,MGM,Hotels and Resorts
19-Oct-16,25.82,26.18,25.73,26.09,3431687,MGM,Hotels and Resorts
18-Oct-16,26.31,26.31,25.79,25.86,2572212,MGM,Hotels and Resorts
17-Oct-16,25.32,26.17,25.25,25.98,4071448,MGM,Hotels and Resorts
14-Oct-16,26.24,26.33,25.62,25.75,3806401,MGM,Hotels and Resorts
13-Oct-16,25.99,26.12,25.69,26.06,3990957,MGM,Hotels and Resorts
12-Oct-16,26.54,26.58,26.31,26.33,2317282,MGM,Hotels and Resorts
11-Oct-16,26.89,27.02,26.43,26.55,3128867,MGM,Hotels and Resorts
10-Oct-16,26.54,27.04,26.54,26.79,5978406,MGM,Hotels and Resorts
7-Oct-16,26.76,26.80,26.38,26.42,3767315,MGM,Hotels and Resorts
6-Oct-16,26.96,27.04,26.56,26.80,5438421,MGM,Hotels and Resorts
5-Oct-16,26.35,26.85,26.34,26.64,7176470,MGM,Hotels and Resorts
4-Oct-16,26.33,26.40,26.00,26.23,3985735,MGM,Hotels and Resorts
3-Oct-16,26.33,26.43,26.15,26.19,3866272,MGM,Hotels and Resorts
30-Sep-16,25.68,26.20,25.52,26.03,6109043,MGM,Hotels and Resorts
29-Sep-16,26.37,26.49,25.49,25.85,8836684,MGM,Hotels and Resorts
28-Sep-16,25.67,26.39,25.65,26.35,6874291,MGM,Hotels and Resorts
27-Sep-16,25.36,25.68,25.24,25.57,3652855,MGM,Hotels and Resorts
26-Sep-16,25.45,25.62,25.18,25.36,2999075,MGM,Hotels and Resorts
23-Sep-16,25.52,25.69,25.35,25.65,8546909,MGM,Hotels and Resorts
22-Sep-16,25.28,25.86,25.28,25.79,5946556,MGM,Hotels and Resorts
21-Sep-16,25.08,25.16,24.78,25.08,3926587,MGM,Hotels and Resorts
20-Sep-16,25.03,25.25,24.80,24.97,3260648,MGM,Hotels and Resorts
19-Sep-16,25.56,25.66,24.86,24.94,6182847,MGM,Hotels and Resorts
16-Sep-16,25.54,25.72,25.38,25.44,4792084,MGM,Hotels and Resorts
15-Sep-16,25.27,25.65,25.15,25.54,6039027,MGM,Hotels and Resorts
14-Sep-16,24.89,25.41,24.75,25.22,6036037,MGM,Hotels and Resorts
13-Sep-16,24.86,25.11,24.64,24.86,6775802,MGM,Hotels and Resorts
12-Sep-16,24.53,25.14,24.26,25.08,6006977,MGM,Hotels and Resorts
9-Sep-16,25.12,25.31,24.62,24.76,4884718,MGM,Hotels and Resorts
8-Sep-16,25.47,25.49,25.08,25.30,4449658,MGM,Hotels and Resorts
7-Sep-16,24.78,25.20,24.74,25.17,5212022,MGM,Hotels and Resorts
6-Sep-16,24.58,24.78,24.43,24.72,3516448,MGM,Hotels and Resorts
2-Sep-16,24.76,24.85,24.43,24.58,3267909,MGM,Hotels and Resorts
1-Sep-16,24.29,24.77,24.13,24.65,9785701,MGM,Hotels and Resorts
31-Aug-16,23.81,24.09,23.75,23.89,3757009,MGM,Hotels and Resorts
30-Aug-16,23.84,23.91,23.70,23.81,2659362,MGM,Hotels and Resorts
29-Aug-16,23.72,23.87,23.52,23.76,3079619,MGM,Hotels and Resorts
26-Aug-16,23.68,23.88,23.52,23.76,4589963,MGM,Hotels and Resorts
25-Aug-16,23.47,23.95,23.38,23.66,4536978,MGM,Hotels and Resorts
24-Aug-16,24.22,24.27,23.54,23.55,6680017,MGM,Hotels and Resorts
23-Aug-16,24.32,24.56,24.29,24.31,3743149,MGM,Hotels and Resorts
22-Aug-16,24.12,24.24,24.05,24.23,3412600,MGM,Hotels and Resorts
19-Aug-16,24.18,24.26,23.95,24.16,3155812,MGM,Hotels and Resorts
18-Aug-16,24.50,24.60,24.26,24.36,2730761,MGM,Hotels and Resorts
17-Aug-16,24.44,24.54,24.24,24.43,2906721,MGM,Hotels and Resorts
16-Aug-16,24.70,24.72,24.29,24.49,4827182,MGM,Hotels and Resorts
15-Aug-16,24.65,24.96,24.58,24.84,3567642,MGM,Hotels and Resorts
12-Aug-16,24.75,24.83,24.49,24.50,4067590,MGM,Hotels and Resorts
11-Aug-16,24.73,24.99,24.59,24.89,4151825,MGM,Hotels and Resorts
