Date,Open,High,Low,Close,Volume,TickerSymbol,Industry
30-Dec-16,104.57,105.00,103.96,104.22,6983340,DIS,Entertainment
29-Dec-16,104.23,104.77,103.87,104.56,5896763,DIS,Entertainment
28-Dec-16,104.99,105.32,104.06,104.30,5178645,DIS,Entertainment
27-Dec-16,104.85,105.56,104.78,105.17,3639546,DIS,Entertainment
23-Dec-16,105.24,105.34,104.75,105.15,3238753,DIS,Entertainment
22-Dec-16,104.96,105.49,104.70,105.42,5230849,DIS,Entertainment
21-Dec-16,104.61,105.91,104.51,105.56,5202436,DIS,Entertainment
20-Dec-16,105.64,106.20,105.06,105.46,8947285,DIS,Entertainment
19-Dec-16,105.70,106.26,105.06,105.30,11475633,DIS,Entertainment
16-Dec-16,104.71,104.72,103.75,103.91,12635516,DIS,Entertainment
15-Dec-16,103.85,105.64,103.82,104.39,8745434,DIS,Entertainment
14-Dec-16,103.62,104.41,103.50,104.05,7961888,DIS,Entertainment
13-Dec-16,104.20,104.31,103.71,103.85,7393171,DIS,Entertainment
12-Dec-16,104.61,104.70,103.73,104.06,7880201,DIS,Entertainment
9-Dec-16,103.49,105.52,103.18,104.86,12173909,DIS,Entertainment
8-Dec-16,101.47,103.96,101.47,103.38,16524763,DIS,Entertainment
7-Dec-16,100.51,102.07,100.44,101.99,12255742,DIS,Entertainment
6-Dec-16,99.95,100.72,99.82,100.66,8427531,DIS,Entertainment
5-Dec-16,98.98,100.27,98.68,99.96,11331542,DIS,Entertainment
2-Dec-16,98.79,99.08,98.25,98.50,7737193,DIS,Entertainment
1-Dec-16,99.13,99.75,98.62,98.94,9958086,DIS,Entertainment
30-Nov-16,99.40,100.29,99.00,99.12,11369177,DIS,Entertainment
29-Nov-16,99.23,99.68,98.97,99.67,8396803,DIS,Entertainment
28-Nov-16,98.52,99.20,98.32,98.97,7106669,DIS,Entertainment
25-Nov-16,98.71,99.07,98.50,98.82,4396763,DIS,Entertainment
23-Nov-16,97.67,98.28,97.59,98.26,6166487,DIS,Entertainment
22-Nov-16,97.50,97.93,97.27,97.71,5323683,DIS,Entertainment
21-Nov-16,98.11,98.27,97.00,97.63,10771076,DIS,Entertainment
18-Nov-16,99.05,99.37,98.14,98.24,8586121,DIS,Entertainment
17-Nov-16,99.05,99.50,98.26,99.37,8651917,DIS,Entertainment
16-Nov-16,98.33,99.17,98.10,99.12,9702404,DIS,Entertainment
15-Nov-16,97.90,98.14,97.42,97.70,7184595,DIS,Entertainment
14-Nov-16,97.56,98.31,97.45,97.92,13208417,DIS,Entertainment
11-Nov-16,97.18,98.32,95.78,97.68,23008062,DIS,Entertainment
10-Nov-16,94.89,96.06,94.23,94.96,13777923,DIS,Entertainment
9-Nov-16,92.29,94.92,92.11,94.64,8635729,DIS,Entertainment
8-Nov-16,94.53,94.85,93.90,94.38,6226852,DIS,Entertainment
